,e1100004418,e1100004419,e1100004421,e1100004422,e1100004425,e1100004426,e1100004430,e1100004431,e1100004433,e1100004434,e1100004435,e1100004436,e1100004439,e1100004442,e1100004443,e1100004444,e1100004445,e1100004446,e1100004451,e1100004452,e1100004453,e1100004454,e1100004455,e1100004458,e1100004460,e1100004465,e1100004467,e1100004468,e1100004469,e1100004470,e1100004472,e1100004475,e1100004476,e1100004477,e1100004481,e1100004484,e1100004487,e1100004489,e1100004492,e1100004494,e1100004495,e1100004496,e1100004497,e1100004501,e1100004502,e1100004503,e1100004507,e1100004508,e1100004509,e1100004510,e1100004511,e1100004514,e1100004518,e1100004519,e1100004520,e1100004524,e1100004525,e1100004526,e1100004527,e1100004529,e1100004531,e1100004532,e1100004534,e1100004536,e1100004537,e1100004538,e1100004539,e1100004540,e1100004544,e1100004547,e1100004548,e1100004549,e1100004550,e1100004552,e1100004557,e1100004558,e1100004559,e1100004560,e1100004561,e1100004563,e1100004567,e1100004568,e1100004569,e1100004571,e1100004572,e1100004573,e1100004574,e1100004578,e1100004579,e1100004580,e1100004581,e1100004582,e1100004583,e1100004585,e1100004588,e1100004592,e1100004593,e1100004594,e1100004595,e1100004597,e1100004599,e1100004601,e1100004603,e1100004605,e1100004611,e1100004612,e1100004614,e1100004618,e1100004619,e1100004622,e1100004623,e1100004624,e1100004626,e1100004630,e1100004631,e1100004634,e1100004635,e1100004636,e1100004638,e1100004642,e1100004643,e1100004646,e1100004647,e1100004648,e1100004650,e1100004654,e1100004655,e1100004658,e1100004659,e1100004660,e1100004661,e1100004662,e1100004666,e1100004667,e1100004670,e1100004671,e1100004672,e1100004673,e1100004674,e1100004676,e1100004677,e1100004678,e1100004679,e1100004681,e1100004683,e1100004685,e1100004688,e1100004689,e1100004690,e1100004691,e1100004693,e1100004695,e1100004697,e1100004701,e1100004702,e1100004703,e1100034946,e1100034947,e1100034958,e1100034959,e1100034970,e1100034971,e1100034983,e1100034988,e1100034995,e1100035000,e1100035006,e1100035007,e1100035012
e1100004520,1.0455,1.69104,2.01268,1.89016,1.0455,1.77341,0.96284,1.69493,0.18301,1.8862,1.88622,2.26022,0.00487,1.88425,1.88229,0.18071,1.68909,0.18071,1.85111,1.84676,1.88425,1.89015,0.18071,0.18071,2.26022,1.89015,0.18071,2.01267,1.69104,0.18071,2.25759,1.7719,1.84893,1.69104,0.18301,1.03894,2.28065,1.0455,2.01268,0.1784,2.26023,1.04753,1.77341,1.0455,1.69892,2.31928,1.6544,1.03894,1.77341,2.27795,1.02986,1.02987,1.77063,1.65423,0,1.65195,2.27795,0.9889,2.27794,1.77063,2.28061,0,2.26286,2.28597,1.02987,0.9889,0.00244,1.77063,0,2.26634,2.28597,0.99042,2.27796,1.77063,0.01464,2.32454,2.26634,2.28597,1.11498,1.77063,2.27795,0.00975,0.00488,2.26634,2.28597,0.99211,1.7719,2.27794,2.27795,0.00976,0.01463,2.26286,1.66426,1.13947,1.77394,0.00733,2.26285,2.26285,1.67656,1.1128,1.77063,1.77063,0,2.3219,0.95768,2.2806,1.02576,2.26023,2.00314,2.33483,0.96402,2.27795,1.02576,2.26023,2.00314,1.02767,1.02217,2.27794,1.10284,1.65441,1.6544,0.94778,0.94999,1.02987,1.02782,1.0455,1.65441,1.02339,1.11693,1.02782,1.86118,1.12329,2.26023,1.65685,1.04509,1.86118,1.03192,2.27794,1.02987,2.2806,1.6544,1.65441,1.65441,2.33482,1.12736,2.27795,0.97633,1.0455,1.65441,2.26022,2.33483,1.02782,2.27794,1.11412,2.00314,0.95424,0.00244,2.27795,1.12231,1.86118,1.86118,1.86118,2.27794,1.99369,1.65423,2.0079,1.02987,1.65423,1.99604
e1100004524,1.47097,1.62954,1.95118,1.82867,1.47097,0.12146,1.38831,1.63344,1.71168,1.82471,1.82472,2.19873,1.65682,1.82276,1.8208,1.70937,1.6276,1.70937,1.78962,1.78527,1.82276,1.82865,1.70937,1.70937,2.19873,1.82866,1.70937,1.95118,1.62954,1.70937,2.19609,1.71041,1.78744,1.62954,1.71168,1.46441,2.21916,1.47097,1.95118,1.70707,2.19873,1.473,0.12146,1.47097,1.63743,2.25778,0.00245,1.46441,0.12146,2.21645,1.45533,1.45533,1.70914,1.59274,1.65195,0,2.21646,1.41437,2.21645,1.70914,2.21912,1.65195,2.20136,2.22448,1.45533,1.41437,1.64952,1.70914,1.65195,2.20485,2.22448,1.41588,2.21647,1.70914,1.66659,2.26304,2.20485,2.22448,1.54045,1.70914,2.21645,1.66169,1.65683,2.20485,2.22448,1.41758,1.71041,2.21645,2.21646,1.6617,1.66657,2.20136,0.01231,1.56493,1.71245,1.65927,2.20136,2.20136,0.02461,1.53826,1.70914,1.70914,1.65195,2.26041,1.38315,2.2191,1.45123,2.19874,1.94164,2.27333,1.38949,2.21646,1.45123,2.19874,1.94164,1.45314,1.44764,2.21645,1.52831,0.00246,0.00245,1.37325,1.37546,1.45533,1.45328,1.47097,0.00246,1.44886,1.5424,1.45328,1.79969,1.54876,2.19873,0.0049,1.47056,1.79969,1.45739,2.21645,1.45534,2.21911,0.00245,0.00246,0.00246,2.27333,1.55283,2.21646,1.4018,1.47097,0.00246,2.19873,2.27333,1.45328,2.21645,1.53959,1.94164,1.37971,1.64952,2.21646,1.54778,1.79969,1.79969,1.79969,2.21645,1.9322,1.59274,1.94641,1.45533,1.59274,1.93455
e1100004525,2.09696,2.15614,1.78497,2.35527,2.09696,2.33792,2.0143,2.16004,2.33767,2.35131,2.35132,0.04774,2.28282,2.34936,2.3474,2.33537,2.1542,2.33537,2.31622,2.31187,2.34936,2.35525,2.33537,2.33537,0.04774,2.35525,2.33537,1.78497,2.15614,2.33537,0.04511,2.23701,2.31404,2.15614,2.33767,2.09041,0.00271,2.09697,1.78497,2.33306,0.04775,2.099,2.33792,2.09697,2.16402,0.1068,2.2189,2.09041,2.33792,0,2.08133,2.08133,2.23573,2.11933,2.27795,2.21646,0,2.04036,0.00001,2.23574,0.00267,2.27795,0.05038,0.02732,2.08133,2.04036,2.27552,2.23574,2.27795,0.03601,0.02732,2.04188,0.00538,2.23574,2.29258,0.11206,0.03601,0.02732,2.16644,2.23574,0,2.28769,2.28282,0.03601,0.02732,2.04357,2.23701,0.00001,0.00001,2.2877,2.29257,0.05038,2.22877,2.19093,2.23905,2.28527,0.05037,0.05037,2.24106,2.16426,2.23574,2.23574,2.27795,0.10942,2.00915,0.00267,2.07722,0.04775,1.77543,0.12235,2.01548,0,2.07722,0.04775,1.77543,2.07914,2.07364,0.00001,2.1543,2.21891,2.21891,1.99924,2.00146,2.08133,2.07928,2.09697,2.21891,2.07485,2.1684,2.07928,2.32629,2.17476,0.04775,2.22136,2.09655,2.32629,2.08338,0.00001,2.08133,0.00267,2.21891,2.21891,2.21891,0.12235,2.17882,0,2.02779,2.09696,2.21891,0.04774,0.12235,2.07928,0.00001,2.16559,1.77543,2.00571,2.27552,0.00001,2.17377,2.32629,2.32629,2.32629,0.00001,1.76598,2.11933,1.7802,2.08133,2.11933,1.76833
e1100004526,0.26569,1.45345,1.77509,1.65258,0.26569,1.53583,0.24866,1.45735,1.04862,1.64862,1.64863,2.02264,0.99377,1.64667,1.64471,1.04632,1.45151,1.04632,1.61353,1.60918,1.64667,1.65256,1.04632,1.04632,2.02264,1.65256,1.04632,1.77509,1.45345,1.04632,2.02,1.53432,1.61135,1.45345,1.04862,0.25914,2.04307,0.2657,1.77509,1.04401,2.02264,0.26773,1.53583,0.2657,1.46133,2.08169,1.41682,0.25914,1.53583,2.04036,0.25006,0.25006,1.53304,1.41664,0.9889,1.41437,2.04036,0,2.04036,1.53305,2.04303,0.9889,2.02527,2.04838,0.25006,0,0.98647,1.53305,0.9889,2.02876,2.04839,0.06664,2.04038,1.53305,1.00353,2.08695,2.02876,2.04839,0.29795,1.53305,2.04036,0.99864,0.99378,2.02875,2.04839,0.06833,1.53432,2.04036,2.04037,0.99865,1.00352,2.02527,1.42668,0.32244,1.53636,0.99622,2.02527,2.02527,1.43898,0.29577,1.53305,1.53305,0.9889,2.08432,0.10264,2.04301,0.24595,2.02264,1.76555,2.09724,0.10897,2.04036,0.24595,2.02264,1.76555,0.24787,0.24237,2.04036,0.28581,1.41682,1.41682,0.23361,0.23582,0.25006,0.24801,0.2657,1.41682,0.24358,0.29991,0.24801,1.6236,0.30627,2.02264,1.41927,0.26528,1.6236,0.25211,2.04036,0.25006,2.04302,1.41682,1.41682,1.41682,2.09724,0.31033,2.04037,0.02251,0.26569,1.41682,2.02264,2.09724,0.24801,2.04036,0.2971,1.76555,0.24007,0.98647,2.04037,0.30528,1.6236,1.6236,1.6236,2.04036,1.7561,1.41664,1.77032,0.25006,1.41664,1.75845
e1100004527,2.09696,2.15613,1.78496,2.35526,2.09696,2.33791,2.01429,2.16003,2.33766,2.3513,2.35131,0.04774,2.28281,2.34935,2.34739,2.33536,2.15419,2.33536,2.31621,2.31186,2.34935,2.35524,2.33536,2.33536,0.04774,2.35525,2.33536,1.78496,2.15613,2.33536,0.0451,2.237,2.31403,2.15613,2.33766,2.0904,0.00272,2.09696,1.78496,2.33305,0.04774,2.09899,2.33791,2.09696,2.16402,0.10679,2.2189,2.0904,2.33791,0.00001,2.08132,2.08132,2.23573,2.11933,2.27794,2.21645,0.00001,2.04036,0,2.23573,0.00268,2.27794,0.05037,0.02731,2.08132,2.04036,2.27551,2.23573,2.27794,0.03601,0.02731,2.04187,0.00537,2.23573,2.29257,0.11205,0.03601,0.02731,2.16643,2.23573,0.00001,2.28768,2.28281,0.036,0.02731,2.04357,2.237,0.00001,0.00001,2.28769,2.29256,0.05037,2.22876,2.19092,2.23904,2.28526,0.05037,0.05037,2.24106,2.16425,2.23573,2.23573,2.27794,0.10941,2.00914,0.00266,2.07721,0.04774,1.77542,0.12234,2.01547,0.00001,2.07721,0.04774,1.77542,2.07913,2.07363,0,2.15429,2.2189,2.2189,1.99924,2.00145,2.08132,2.07927,2.09696,2.2189,2.07484,2.16839,2.07927,2.32628,2.17475,0.04774,2.22135,2.09654,2.32628,2.08338,0,2.08133,0.00266,2.2189,2.2189,2.2189,0.12234,2.17881,0.00001,2.02778,2.09696,2.2189,0.04773,0.12234,2.07927,0.00001,2.16558,1.77542,2.0057,2.27551,0.00001,2.17376,2.32628,2.32628,2.32628,0,1.76597,2.11933,1.78019,2.08132,2.11933,1.76832
e1100004529,1.58965,1.1727,1.97046,0.83325,1.58965,1.8306,1.50698,1.17659,1.83035,0.82929,0.82931,2.21801,1.7755,0.82734,0.82538,1.82805,1.17075,1.82805,0.36754,0.36319,0.82734,0.83324,1.82805,1.82805,2.21801,0.83324,1.82805,1.97046,1.1727,1.82805,2.21537,0.00409,0.36535,1.1727,1.83035,1.58309,2.23844,1.58965,1.97046,1.82574,2.21802,1.59168,1.8306,1.58965,1.18058,2.27706,1.71159,1.58309,1.8306,2.23574,1.57401,1.57401,0,0.83025,1.77063,1.70914,2.23574,1.53305,2.23573,0,2.2384,1.77063,2.22064,2.24376,1.57401,1.53305,1.7682,0.00001,1.77063,2.22413,2.24376,1.53456,2.23575,0,1.78526,2.28233,2.22413,2.24376,1.65912,0.00001,2.23573,1.78037,1.7755,2.22413,2.24376,1.53626,0.00409,2.23573,2.23574,1.78038,1.78525,2.22064,1.72145,1.68361,0.00613,1.77795,2.22064,2.22064,1.73375,1.65694,0,0,1.77063,2.27969,1.50183,2.23838,1.5699,2.21802,1.96093,2.29261,1.50816,2.23574,1.5699,2.21802,1.96092,1.57182,1.56632,2.23573,1.64698,1.71159,1.71159,1.49193,1.49414,1.57401,1.57196,1.58965,1.71159,1.56754,1.66108,1.57196,0.37761,1.66744,2.21801,1.71404,1.58924,0.37761,1.57607,2.23573,1.57402,2.23839,1.71159,1.71159,1.71159,2.29261,1.6715,2.23574,1.52048,1.58965,1.71159,2.21801,2.29261,1.57196,2.23573,1.65827,1.96093,1.49839,1.7682,2.23574,1.66645,0.37761,0.37761,0.37761,2.23573,1.95148,0.83025,1.96569,1.57401,0.83025,1.95383
e1100004531,2.09963,2.15881,1.78764,2.35793,2.09963,2.34058,2.01697,2.1627,2.34034,2.35397,2.35399,0.05041,2.28548,2.35202,2.35006,2.33804,2.15686,2.33803,2.31888,2.31453,2.35202,2.35792,2.33803,2.33803,0.05041,2.35792,2.33804,1.78763,2.15881,2.33803,0.04777,2.23967,2.3167,2.15881,2.34034,2.09307,0.00536,2.09963,1.78764,2.33573,0.05041,2.10166,2.34058,2.09963,2.16669,0.10946,2.22157,2.09307,2.34058,0.00267,2.08399,2.08399,2.2384,2.122,2.28061,2.21912,0.00267,2.04303,0.00268,2.2384,0,2.28061,0.05304,0.02998,2.084,2.04303,2.27818,2.2384,2.28061,0.03868,0.02998,2.04455,0.00805,2.2384,2.29525,0.11472,0.03868,0.02998,2.16911,2.2384,0.00267,2.29035,2.28549,0.03868,0.02998,2.04624,2.23967,0.00267,0.00266,2.29036,2.29523,0.05304,2.23143,2.19359,2.24171,2.28793,0.05304,0.05304,2.24373,2.16692,2.2384,2.2384,2.28061,0.11209,2.01181,0.00534,2.07989,0.05041,1.7781,0.12501,2.01815,0.00267,2.07989,0.05041,1.7781,2.0818,2.0763,0.00267,2.15697,2.22157,2.22157,2.00191,2.00412,2.084,2.08194,2.09963,2.22158,2.07752,2.17106,2.08195,2.32895,2.17742,0.05041,2.22402,2.09922,2.32895,2.08605,0.00267,2.084,0.00534,2.22157,2.22158,2.22157,0.12501,2.18149,0.00267,2.03046,2.09963,2.22157,0.05041,0.12501,2.08195,0.00267,2.16825,1.7781,2.00837,2.27818,0.00266,2.17644,2.32895,2.32895,2.32895,0.00267,1.76865,2.122,1.78286,2.08399,2.122,1.771
e1100004532,1.0455,1.69104,2.01268,1.89016,1.0455,1.77341,0.96284,1.69493,0.18301,1.8862,1.88622,2.26022,0.00487,1.88425,1.88229,0.18071,1.68909,0.18071,1.85111,1.84676,1.88425,1.89015,0.18071,0.18071,2.26022,1.89015,0.18071,2.01267,1.69104,0.18071,2.25759,1.7719,1.84893,1.69104,0.18301,1.03894,2.28065,1.0455,2.01268,0.1784,2.26023,1.04753,1.77341,1.0455,1.69892,2.31928,1.6544,1.03894,1.77341,2.27795,1.02986,1.02987,1.77063,1.65423,0,1.65195,2.27795,0.9889,2.27794,1.77063,2.28061,0,2.26286,2.28597,1.02987,0.9889,0.00244,1.77063,0,2.26634,2.28597,0.99042,2.27796,1.77063,0.01464,2.32454,2.26634,2.28597,1.11498,1.77063,2.27795,0.00975,0.00488,2.26634,2.28597,0.99211,1.7719,2.27794,2.27795,0.00976,0.01463,2.26286,1.66426,1.13947,1.77394,0.00733,2.26285,2.26285,1.67656,1.1128,1.77063,1.77063,0,2.3219,0.95768,2.2806,1.02576,2.26023,2.00314,2.33483,0.96402,2.27795,1.02576,2.26023,2.00314,1.02767,1.02217,2.27794,1.10284,1.65441,1.6544,0.94778,0.94999,1.02987,1.02782,1.0455,1.65441,1.02339,1.11693,1.02782,1.86118,1.12329,2.26023,1.65685,1.04509,1.86118,1.03192,2.27794,1.02987,2.2806,1.6544,1.65441,1.65441,2.33482,1.12736,2.27795,0.97633,1.0455,1.65441,2.26022,2.33483,1.02782,2.27794,1.11412,2.00314,0.95424,0.00244,2.27795,1.12231,1.86118,1.86118,1.86118,2.27794,1.99369,1.65423,2.0079,1.02987,1.65423,1.99604
e1100004534,2.08187,2.14105,1.76988,2.34018,2.08187,2.32283,1.99921,2.14494,2.32258,2.33622,2.33623,0.00264,2.26772,2.33427,2.3323,2.32028,2.13911,2.32028,2.30113,2.29678,2.33427,2.34016,2.32028,2.32028,0.00264,2.34016,2.32028,1.76988,2.14105,2.32027,0.00527,2.22192,2.29894,2.14105,2.32258,2.07531,0.05308,2.08187,1.76988,2.31797,0.00264,2.08391,2.32282,2.08187,2.14893,0.09171,2.20381,2.07531,2.32283,0.05037,2.06624,2.06624,2.22064,2.10424,2.26286,2.20136,0.05038,2.02527,0.05037,2.22064,0.05304,2.26286,0,0.0584,2.06624,2.02527,2.26042,2.22065,2.26286,0.03877,0.0584,2.02679,0.05039,2.22065,2.27749,0.09697,0.03877,0.0584,2.15135,2.22065,0.05037,2.2726,2.26773,0.03877,0.0584,2.02848,2.22192,0.05037,0.05038,2.27261,2.27748,0,2.21367,2.17584,2.22396,2.27018,0,0,2.22597,2.14917,2.22065,2.22064,2.26286,0.09433,1.99406,0.05302,2.06213,0.00264,1.76034,0.10726,2.00039,0.05038,2.06213,0.00264,1.76034,2.06405,2.05854,0.05037,2.13921,2.20382,2.20381,1.98415,1.98636,2.06624,2.06419,2.08187,2.20382,2.05976,2.1533,2.06419,2.3112,2.15967,0.00264,2.20626,2.08146,2.3112,2.06829,0.05037,2.06624,0.05303,2.20382,2.20382,2.20382,0.10726,2.16373,0.05038,2.0127,2.08187,2.20382,0.00264,0.10726,2.06419,0.05037,2.1505,1.76034,1.99061,2.26042,0.05038,2.15868,2.3112,2.3112,2.3112,0.05037,1.75089,2.10424,1.76511,2.06624,2.10424,1.75324
e1100004536,2.10499,2.16416,1.79299,2.36329,2.10499,2.34594,2.02232,2.16806,2.34569,2.35933,2.35934,0.05576,2.29084,2.35738,2.35542,2.34339,2.16222,2.34339,2.32424,2.31989,2.35738,2.36327,2.34339,2.34339,0.05577,2.36327,2.34339,1.79299,2.16416,2.34339,0.05313,2.24503,2.32206,2.16416,2.34569,2.09843,0.03002,2.10499,1.79299,2.34108,0.05577,2.10702,2.34594,2.10499,2.17204,0.11482,2.22693,2.09843,2.34594,0.02731,2.08935,2.08935,2.24376,2.12735,2.28597,2.22448,0.02732,2.04838,0.02731,2.24376,0.02998,2.28597,0.0584,0,2.08935,2.04838,2.28354,2.24376,2.28597,0.04403,0,2.0499,0.02733,2.24376,2.3006,0.12008,0.04403,0,2.17446,2.24376,0.02731,2.29571,2.29084,0.04403,0,2.05159,2.24503,0.02731,0.02732,2.29572,2.30059,0.0584,2.23679,2.19895,2.24707,2.29329,0.05839,0.0584,2.24908,2.17228,2.24376,2.24376,2.28597,0.11744,2.01717,0.02996,2.08524,0.05577,1.78345,0.13037,2.0235,0.02732,2.08524,0.05577,1.78345,2.08716,2.08166,0.02731,2.16232,2.22693,2.22693,2.00727,2.00948,2.08935,2.0873,2.10499,2.22693,2.08287,2.17642,2.0873,2.33431,2.18278,0.05577,2.22938,2.10457,2.33431,2.0914,0.02731,2.08935,0.02997,2.22693,2.22693,2.22693,0.13037,2.18684,0.02732,2.03581,2.10499,2.22693,0.05576,0.13037,2.0873,0.02731,2.17361,1.78345,2.01373,2.28354,0.02732,2.18179,2.33431,2.33431,2.33431,0.02731,1.774,2.12735,1.78822,2.08935,2.12735,1.77635
e1100004537,0.19694,1.49442,1.81606,1.69354,0.19694,1.5768,0.28963,1.49831,1.08959,1.68958,1.6896,2.06361,1.03474,1.68763,1.68567,1.08729,1.49247,1.08729,1.65449,1.65014,1.68763,1.69353,1.08729,1.08729,2.06361,1.69353,1.08729,1.81606,1.49442,1.08729,2.06097,1.57528,1.65231,1.49442,1.08959,0.19038,2.08404,0.19694,1.81606,1.08498,2.06361,0.19897,1.5768,0.19694,1.5023,2.12266,1.45778,0.19038,1.5768,2.08133,0,0,1.57401,1.45761,1.02987,1.45533,2.08133,0.25006,2.08132,1.57401,2.084,1.02987,2.06624,2.08935,0,0.25006,1.02744,1.57402,1.02987,2.06972,2.08935,0.25158,2.08134,1.57401,1.0445,2.12792,2.06972,2.08935,0.37614,1.57402,2.08133,1.03961,1.03474,2.06972,2.08935,0.25327,1.57528,2.08133,2.08133,1.03962,1.04449,2.06624,1.46765,0.40062,1.57732,1.03719,2.06624,2.06624,1.47994,0.37396,1.57401,1.57401,1.02987,2.12528,0.21884,2.08398,0.00411,2.06361,1.80652,2.13821,0.22518,2.08133,0.00411,2.06361,1.80652,0.17911,0.17361,2.08132,0.364,1.45779,1.45779,0.27457,0.27678,0,0.00206,0.19694,1.45779,0.17483,0.37809,0.00206,1.66456,0.38445,2.06361,1.46023,0.19653,1.66456,0.00616,2.08132,0.00411,2.08398,1.45779,1.45779,1.45779,2.13821,0.38852,2.08133,0.23749,0.19694,1.45779,2.0636,2.13821,0.00206,2.08133,0.37528,1.80652,0.28103,1.02744,2.08133,0.38347,1.66456,1.66456,1.66456,2.08132,1.79707,1.45761,1.81129,0.0041,1.45761,1.79942
e1100004538,0.26569,1.45345,1.77509,1.65258,0.26569,1.53583,0.24866,1.45735,1.04862,1.64862,1.64863,2.02264,0.99377,1.64667,1.64471,1.04632,1.45151,1.04632,1.61353,1.60918,1.64667,1.65256,1.04632,1.04632,2.02264,1.65256,1.04632,1.77509,1.45345,1.04632,2.02,1.53432,1.61135,1.45345,1.04862,0.25914,2.04307,0.2657,1.77509,1.04401,2.02264,0.26773,1.53583,0.2657,1.46133,2.08169,1.41682,0.25914,1.53583,2.04036,0.25006,0.25006,1.53304,1.41664,0.9889,1.41437,2.04036,0,2.04036,1.53305,2.04303,0.9889,2.02527,2.04838,0.25006,0,0.98647,1.53305,0.9889,2.02876,2.04839,0.06664,2.04038,1.53305,1.00353,2.08695,2.02876,2.04839,0.29795,1.53305,2.04036,0.99864,0.99378,2.02875,2.04839,0.06833,1.53432,2.04036,2.04037,0.99865,1.00352,2.02527,1.42668,0.32244,1.53636,0.99622,2.02527,2.02527,1.43898,0.29577,1.53305,1.53305,0.9889,2.08432,0.10264,2.04301,0.24595,2.02264,1.76555,2.09724,0.10897,2.04036,0.24595,2.02264,1.76555,0.24787,0.24237,2.04036,0.28581,1.41682,1.41682,0.23361,0.23582,0.25006,0.24801,0.2657,1.41682,0.24358,0.29991,0.24801,1.6236,0.30627,2.02264,1.41927,0.26528,1.6236,0.25211,2.04036,0.25006,2.04302,1.41682,1.41682,1.41682,2.09724,0.31033,2.04037,0.02251,0.26569,1.41682,2.02264,2.09724,0.24801,2.04036,0.2971,1.76555,0.24007,0.98647,2.04037,0.30528,1.6236,1.6236,1.6236,2.04036,1.7561,1.41664,1.77032,0.25006,1.41664,1.75845
e1100004539,1.04307,1.6886,2.01024,1.88773,1.04307,1.77098,0.96041,1.6925,0.18058,1.88377,1.88378,2.25779,0.0073,1.88182,1.87986,0.17828,1.68666,0.17828,1.84868,1.84433,1.88182,1.88772,0.17828,0.17828,2.25779,1.88772,0.17828,2.01024,1.6886,0.17828,2.25515,1.76947,1.8465,1.6886,0.18058,1.03651,2.27822,1.04307,2.01024,0.17597,2.25779,1.0451,1.77098,1.04307,1.69649,2.31684,1.65197,1.03651,1.77098,2.27551,1.02743,1.02743,1.7682,1.6518,0.00244,1.64952,2.27552,0.98647,2.27551,1.7682,2.27818,0.00244,2.26042,2.28354,1.02744,0.98647,0,1.7682,0.00244,2.26391,2.28354,0.98799,2.27553,1.7682,0.01707,2.32211,2.26391,2.28354,1.11255,1.7682,2.27551,0.01218,0.00731,2.26391,2.28354,0.98968,1.76947,2.27551,2.27552,0.01219,0.01706,2.26042,1.66183,1.13703,1.77151,0.00976,2.26042,2.26042,1.67413,1.11036,1.7682,1.7682,0.00244,2.31947,0.95525,2.27816,1.02333,2.2578,2.00071,2.33239,0.96159,2.27552,1.02333,2.2578,2.0007,1.02524,1.01974,2.27551,1.10041,1.65197,1.65197,0.94535,0.94756,1.02744,1.02538,1.04307,1.65198,1.02096,1.1145,1.02539,1.85875,1.12086,2.25779,1.65442,1.04266,1.85875,1.02949,2.27551,1.02744,2.27817,1.65197,1.65198,1.65197,2.33239,1.12493,2.27552,0.9739,1.04307,1.65197,2.25779,2.33239,1.02539,2.27551,1.11169,2.00071,0.95181,0,2.27552,1.11988,1.85875,1.85875,1.85875,2.27551,1.99126,1.6518,2.00547,1.02744,1.6518,1.99361
e1100004540,1.58965,1.1727,1.97047,0.83326,1.58965,1.8306,1.50699,1.1766,1.83036,0.8293,0.82931,2.21802,1.7755,0.82735,0.82539,1.82806,1.17076,1.82805,0.36754,0.36319,0.82735,0.83324,1.82805,1.82805,2.21802,0.83324,1.82806,1.97047,1.1727,1.82805,2.21538,0.00409,0.36536,1.1727,1.83036,1.58309,2.23844,1.58965,1.97047,1.82575,2.21802,1.59168,1.8306,1.58965,1.18058,2.27707,1.71159,1.58309,1.8306,2.23574,1.57401,1.57401,0.00001,0.83025,1.77063,1.70914,2.23574,1.53305,2.23573,0.00001,2.2384,1.77063,2.22065,2.24376,1.57402,1.53305,1.7682,0,1.77063,2.22413,2.24376,1.53457,2.23575,0,1.78527,2.28233,2.22413,2.24376,1.65913,0,2.23574,1.78038,1.77551,2.22413,2.24376,1.53626,0.00409,2.23574,2.23574,1.78038,1.78526,2.22065,1.72145,1.68361,0.00613,1.77795,2.22065,2.22065,1.73375,1.65694,0,0.00001,1.77063,2.27969,1.50183,2.23839,1.56991,2.21802,1.96093,2.29262,1.50817,2.23574,1.56991,2.21802,1.96093,1.57182,1.56632,2.23573,1.64699,1.71159,1.71159,1.49193,1.49414,1.57402,1.57196,1.58965,1.7116,1.56754,1.66108,1.57197,0.37761,1.66744,2.21802,1.71404,1.58924,0.37761,1.57607,2.23573,1.57402,2.23839,1.71159,1.7116,1.71159,2.29262,1.67151,2.23574,1.52048,1.58965,1.71159,2.21801,2.29262,1.57197,2.23574,1.65827,1.96093,1.49839,1.7682,2.23574,1.66646,0.37761,0.37761,0.37761,2.23573,1.95148,0.83025,1.9657,1.57402,0.83025,1.95383
e1100004544,1.0455,1.69104,2.01268,1.89016,1.0455,1.77341,0.96284,1.69493,0.18301,1.8862,1.88622,2.26022,0.00487,1.88425,1.88229,0.18071,1.68909,0.18071,1.85111,1.84676,1.88425,1.89015,0.18071,0.18071,2.26022,1.89015,0.18071,2.01267,1.69104,0.18071,2.25759,1.7719,1.84893,1.69104,0.18301,1.03894,2.28065,1.0455,2.01268,0.1784,2.26023,1.04753,1.77341,1.0455,1.69892,2.31928,1.6544,1.03894,1.77341,2.27795,1.02986,1.02987,1.77063,1.65423,0,1.65195,2.27795,0.9889,2.27794,1.77063,2.28061,0,2.26286,2.28597,1.02987,0.9889,0.00244,1.77063,0,2.26634,2.28597,0.99042,2.27796,1.77063,0.01464,2.32454,2.26634,2.28597,1.11498,1.77063,2.27795,0.00975,0.00488,2.26634,2.28597,0.99211,1.7719,2.27794,2.27795,0.00976,0.01463,2.26286,1.66426,1.13947,1.77394,0.00733,2.26285,2.26285,1.67656,1.1128,1.77063,1.77063,0,2.3219,0.95768,2.2806,1.02576,2.26023,2.00314,2.33483,0.96402,2.27795,1.02576,2.26023,2.00314,1.02767,1.02217,2.27794,1.10284,1.65441,1.6544,0.94778,0.94999,1.02987,1.02782,1.0455,1.65441,1.02339,1.11693,1.02782,1.86118,1.12329,2.26023,1.65685,1.04509,1.86118,1.03192,2.27794,1.02987,2.2806,1.6544,1.65441,1.65441,2.33482,1.12736,2.27795,0.97633,1.0455,1.65441,2.26022,2.33483,1.02782,2.27794,1.11412,2.00314,0.95424,0.00244,2.27795,1.12231,1.86118,1.86118,1.86118,2.27794,1.99369,1.65423,2.0079,1.02987,1.65423,1.99604
